code,label,location,level,semester,responsible,hours,prerequisite,parcours,evaluation,obtention,objective,content,methods,language,bibliography
XLG1IU010,Informatique,Niveau Licence,Licence,1,LANGUENOU ERIC,TOTAL : 80h Répartition : CM : 16h TD : 36h CI : 0h TP : 28h EAD : 0h,(s),"L1 INFO Informatique,L1 Informatique, Info-Maths,L1 Info-Maths CMI OPT/IM",Informatique 100%,Programme,(résultats d'apprentissage),Méthodes d’enseignement,Langue d’enseignement Français,Français,
XLG1MU040,Mathématiques générales pour l'informatique 1,Niveau Licence,Licence,1,CANTIN GUILLAUME,TOTAL : 80h Répartition : CM : 24h TD : 48h CI : 0h TP : 8h EAD : 0h,(s),"L1 INFO Informatique,L1 INFO option sante,L1 INFO Informatique - parcours accompagne",Mathématiques générales pour l'informatique 1 100%,"Programme
• Consolider l’usage des outils mathématiques fondamen-
• Identifier des méthodes mathématiques pour la résolution de problèmes en in-","(résultats d'apprentissage)
formatique
• Développer une approche informatique pour analyser un problème mathématique","• Algèbre linéaire : matrices, systèmes linéaires — Application : puissances de
matrices pour les graphes et les automates, optimisation linéaire.
• Analyse : fonctions d’une variable réelle, fonctions usuelles (fonctions trigonométriques, fonction
exponentielle, fonction logarithmique), continuité, dérivabilité, primitives — Application : résolution
approchée d’équations.
• Interpolation, méthodes d’intégration numérique.
• Suites, limites et comportements asymptotiques des suites — Application pos-
sible : complexité asymptotique des algorithmes.",Langue d’enseignement Français,Français,
XLG1PU020,Electricité et outils mathématiques associés,Nantes,Licence,1,MORSLI SABER,TOTAL : 40h Répartition : CM : 0h TD : 0h CI : 40h TP : 0h EAD : 0h,(s),"Mecanique,L1 LAS Physique option Santé,L1 SPI - option santé,L1 INFO Informatique,L1",Electricite et outils math associes 100%,Programme,"(résultats d'apprentissage)
chimique, énergie mécanique).
● saura déterminer les caractéristiques d'un signal sinusoïdal à partir de son expression
mathématique : amplitude, valeur efficace, période, fréquence, pulsation, phase à l'origine
● saura déterminer les caractéristiques d'un signal sinusoïdal à partir de son oscillogramme
● saura déterminer les déphasages entre deux signaux synchrones à partir de leurs expressions
mathématiques ou à partir de leurs oscillogrammes
● saura déterminer l'impédance complexe équivalente d'un groupement d'impédances en série
et/ou en parallèle
● saura déterminer par la méthode des nombres complexes les tensions et les courants dans un
circuit en régime sinusoïdal
● saura effectuer un calcul de puissance active par une méthode directe ou à partir du théorème de","2. Les conducteurs ohmiques ou résistances
3. Les générateurs
4. Les récepteurs
5. Méthodes de résolution de circuits électriques",Langue d’enseignement Français,Français,
XLG1PU030,Base de logique numérique,UFR sciences et techniques,Licence,1,SEVENO Raynald,TOTAL : 20h Répartition : CM : 0h TD : 0h CI : 14.67h TP : 5.33h EAD : 0h,(s) aucune UE n'est pré-requise,"Informatique, Info-Maths,L1 Info-Maths CMI OPT/IM,L1 INFO Informatique - parcours
accompagne,L1 INFO Info Maths - parcours accompagne",Base de logique numérique 100%,Programme,"(résultats d'apprentissage)
- simplifier au maximum une expression booléenne en utilisant l’algèbre de Boole
- simplifier au maximum une expression booléenne en utilisant la méthode de Karnaugh
- dessiner un circuit à base de portes logiques élémentaires à partir des fonctions booléennes des
sorties du circuit
- redessiner un circuit composé de portes logiques élémentaires en n’utilisant qu’un seul type de
porte logique (opérateur complet, porte synonyme)
- faire une simulation d’un circuit avec le logiciel Quartus Prime
- implanter un circuit dans une carte électronique à partir du logiciel Quartus Prime","• Identité de fonctions logiques par analyse de leur table de vérité
• Détermination de l’expression booléenne d’une fonction logique à partir de sa table de vérité
• Tables de Karnaugh",bien préparer la séance et/ou la terminer plus tard si besoin.,Français,
XLG1AU050,1st year English S1,Niveau Licence,Licence,1,KERVISION SYLVIE,TOTAL : 16h Répartition : CM : 0h TD : 16h CI : 0h TP : 0h EAD : 0h,(s),"Renforcé,L1 PEIP 1 - Parcours étudiant ingénieur Polytech,L1 Physique,L1 Physique, Physique -","1st year English: Upper Intermediate S1 0%
1st year English S1 100%","Programme
- 1st year English: Lower Intermediate S1 (XLG1AE051)
- 1st year English: intermediate S1 (XLG1AE052)",(résultats d'apprentissage),Méthodes d’enseignement,Bibliographie,Anglais,XLG1AE052 1st year English: intermediate S1
XLG1TU060,Méthodologie et insertion professionnelle S1,Niveau Licence,Licence,1,SCHAFFHAUSER ALICE,TOTAL : 12h Répartition : CM : 4h TD : 8h CI : 0h TP : 0h EAD : 0h,(s),"Scientifique Renforcé,L1 PEIP 1 - Parcours étudiant ingénieur Polytech,L1 Physique,L1 Physique,",Méthodologie et insertion professionnelle 100%,L'assiduité fait partie de l'évaluation (faite sur le second semestre).,"(résultats d'apprentissage) distanciel, portfolio
- d'utiliser les outils de la bibliothèque universitaire et d'en comprendre les apports et le
fonctionnement
- de comprendre le fonctionnement cérébral et les types de mémoire pour les exploiter au mieux
- de collaborer dans le cadre d'un projet simple en communiquant avec ses collaborateurs","- la gestion du temps et du stress
- le travail de groupe et le travail en équipe
- serious game à la BU
sur le second semestre :
- identifier ses préférences de fonctionnement avec ses compétences et points de vigilance
- réaliser un CV complet et identifier les éléments constitutifs indispensables",ressources CARé),Français,
XLG1TU050,Stage libre,Niveau Licence,Licence,1,Volume horaire total TOTAL : 0h Répartition : CM : 0h TD : 0h CI : 0h TP : 0h EAD : 0h,TOTAL : 0h Répartition : CM : 0h TD : 0h CI : 0h TP : 0h EAD : 0h,(s),"santé,L1 LAS Chimie option Santé,L1 INFO option sante,L1 SVT Sciences de la Vie et de la Terre,L1",Stage libre 100%,Programme,(résultats d'apprentissage),Méthodes d’enseignement,Langue d’enseignement Français,Français,
XLG2IU010,Algorithmique et developpement,Niveau Licence,Licence,2,SUNYE GERSON,TOTAL : 80h Répartition : CM : 16h TD : 36h CI : 0h TP : 28h EAD : 0h,(s),"OPT/IM,L1 INFO Informatique - parcours accompagne,L1 INFO Info Maths - parcours accompagne",Developpement logiciel 50%,"Programme
- Algorithmique (XLG2IE011)",(résultats d'apprentissage),Méthodes d’enseignement,Bibliographie,Français,XLG2IE012 Developpement logiciel
XLG2IU020,Bases de donnees 1,Niveau Licence,Licence,2,DAILLE BEATRICE,TOTAL : 40h Répartition : CM : 8h TD : 16h CI : 0h TP : 16h EAD : 0h,(s),"L1 INFO Informatique,L1 INFO option sante,L1 INFO Informatique - parcours accompagne",Bases de donnees 1 100%,Programme,(résultats d'apprentissage),Méthodes d’enseignement,Langue d’enseignement Français,Français,
XLG2IU030,Fonctionnement des ordinateurs,Niveau Licence,Licence,2,TANGUY ERIC,TOTAL : 40h Répartition : CM : 20h TD : 20h CI : 0h TP : 0h EAD : 0h,(s),"Maths CMI OPT/IM,L1 INFO Informatique - parcours accompagne,L1 INFO Info Maths - parcours
accompagne",Fonctionnement des ordinateurs 100%,La note de CCE peut contenir une ou plusieurs composantes pratiques.,(résultats d'apprentissage),Méthodes d’enseignement,Langue d’enseignement Français,Français,
