code,label,location,level,semester,responsible,hours,prerequisite,parcours,evaluation,obtention,objective,content,methods,language,bibliography
X31A060,Anglais pour la communication scientifique (info),UFR Sciences,Licence,5,BOURDON JEREMIE,TOTAL : 17.6h Répartition : CM : 0h TD : 16h CI : 0h TP : 0h EAD : 1.6h,"(s) Anglais 3 et 4, ou équivalent.","Maths Info / mineure CMI OPTIM,L3 Info : Informatique / mineure Informatique LAS3",Anglais pour la communication scientifique (info) 100%,"• an in-class test
• your project work","(résultats d'apprentissage)
replacer l’article dans son contexte et expliquer les enjeux de la recherche ou de la thématique
abordée dans cet article.
3. présenter son travail dans un anglais clair et phonologiquement approprié, en utilisant des outils
de présentation adaptés et en communiquant avec un degré d’aisance et de spontanéité qui rende
possible une interaction normale avec un locuteur natif, sans recours excessif aux notes.
1. Développement du vocabulaire scientifique général
2. Développement du vocabulaire scientifique de spécialité
3. Analyse de textes scientifiques
4. Développement de la capacité à adapter son discours à différentes situations de communication","scientifique
4. Analyse de documents audio ou vidéo
5. Pratique de l’oral en contexte
6. Sensibilisation au système phonologique de l’anglais pour améliorer la prise de parole des
étudiant-e-s",Mixte,Anglais,Aucun ouvrage obligatoire.
X31I010,Etude des algorithmes,Lombarderie,Licence,5,RAMPON JEAN-XAVIER,TOTAL : 46.2h Répartition : CM : 18h TD : 24h CI : 0h TP : 0h EAD : 4.2h,(s),"Maths Info / mineure CMI OPTIM,L3 Info : Informatique / mineure Informatique LAS3",Etude des algorithmes 100%,La note de contrôle continu peut contenir éventuellement une composante distancielle.,"(résultats d'apprentissage) - Être capable d'écrire formellement des réductions, simples, de NP-complétude
- Savoir choisir des propriétés à vérifier pour prouver un algorithme et pour établir sa complexité
temporelle
- Savoir écrire, pour des algorithmes simples, des preuves de correction et des preuves de
complexité temporelle
- Être capable de travailler en groupe","Vérification de programme
• Vérification dynamiques : aléatoire ; fonctionnelle ; structurelle
• Vérification statique : informelle ; formelle (Hoare et Dijkstra) : correction, terminaison.",Langue d’enseignement Français,Français,
X31I020,Algorithmique et Structures de données 3,Lombarderie,Licence,5,RUSU Irena,TOTAL : 46.2h Répartition : CM : 14h TD : 16h CI : 0h TP : 12h EAD : 4.2h,"(s)
• Logique pour l'informatique (913 17 LG 4 INF UE 819)","Maths Info / mineure CMI OPTIM,L3 Maths : Maths / mineure CMI Ingéniérie Statistique _ CMI-",Algorithmique et Structures de données 3 100%,éventuellement une composante distancielle.,"(résultats d'apprentissage) •
implémenter des algorithmes de parcours et de manipulation d’arbres (Application) ;
•
résoudre des problèmes simples de la théorie des graphes en employant une approche gloutonne
lorsqu’elle est appropriée (Analyse) ;
•
calculer la complexité d'un algorithme en fonction des structures de données choisies (Synthèse) ;
• choisir la structure de données la plus efficace pour la résolution d'un problème (Synthèse) ;","Structures de données arborescentes
o monodimensionnelles : arbres binaires, arbres AVL, classes-union etc.","Distanciel : une partie de l’enseignement aura lieu en ligne, à l’aide de contenus mélangeant
documents, tests d’auto-évaluation et échanges, sous le tutorat des enseignants.",Français,2010)
X31I030,Langage et automates,Lombarderie,Licence,5,PERRIN MATTHIEU,TOTAL : 46.2h Répartition : CM : 14h TD : 20h CI : 0h TP : 8h EAD : 4.2h,(s),"Maths Info / mineure CMI OPTIM,L3 Info : Informatique / mineure Informatique LAS3",Langages et automates 100%,éventuellement une composante distancielle.,"(résultats d'apprentissage)
- Savoir si un mot est engendré par une grammaire rationnelle, algébrique ou contextuelle
- Connaître les propriétés d'un automate fini
- Savoir rendre déterministe un automate fini
- Savoir minimaliser le nombre d'états d'un automate fini déterministe
- Savoir si un mot est accepté par un automate fini
- Savoir transformer une grammaire rationnelle en une expression rationnelle ou en un automate
fini et inversement",formes normales. Automates à pile et transducteurs finis.,Langue d’enseignement Français,Français,
X31I050,Architecture des ordinateurs,Lombarderie,Licence,5,GOUALARD FREDERIC,TOTAL : 46.2h Répartition : CM : 14h TD : 16h CI : 0h TP : 12h EAD : 4.2h,(s),"L3 Info : Informatique / mineure Informatique,L3 Info : Informatique / mineure Informatique LAS3",Architecture des ordinateurs 100%,éventuellement une composante distancielle.,"(résultats d'apprentissage)
l'implémentation des éléments logiques de base (mux/demux, registres, ...);
• connaître les principes de la programmation dans un langage d'assemblage et savoir traduire les
appels de fonctions et de procédures en respectant les conventions dictées par l'environnement;
• savoir mettre en oeuvre un processeur monocycle simple en définissant les chemins de données
de son jeu d'instructions;
• connaître les principes sous-tendant les processeurs multicycles et les architectures pipelinées
• connaître la notion de cache mémoire et ses différentes implémentations, et en connaître les
impacts sur les algorithmes.","données et de
contrôle).
* Les mémoires: communication par bus, principe de localité, cache, virtualisation
* Multiprocesseurs, multicœurs et GPU [optionnel, en fonction du temps disponible]",Langue d’enseignement Français,Français,
X31I040,Réseaux et Télécoms,Lombarderie,Licence,5,HAMMA SALIMA,TOTAL : 46.19h Répartition : CM : 15.33h TD : 13.33h CI : 0h TP : 13.33h EAD : 4.2h,(s),"L3 Info : Informatique / mineure Informatique,L3 Info : Informatique / mineure Informatique LAS3",Réseaux et Télécoms 100%,éventuellement une composante distancielle.,"(résultats d'apprentissage)
• Comprendre les mécanismes de base des protocoles de l’Internet (http, tcp, ip, arp);
• Connaître les défis techniques et sociétaux liés aux déploiements des réseaux;","de l'UE : Internet : comment ça marche.
• Introduction : les chiffres de l'Internet, histoire et perspectives.
• Les protocoles applicatifs (http, smtp, dns, ...)
• Le problème du transport fiable de bout en bout. TCP.
• Le problème du contrôle de flux et congestion. TCP.",Langue d’enseignement Français,Français,
X31T060,Ouverture professionnelle - Informatique,Niveau Licence,Licence,5,PERCEVAUX MARIE-CHRISTINE,TOTAL : 17.6h Répartition : CM : 0h TD : 16h CI : 0h TP : 0h EAD : 1.6h,(s),"Maths Info / mineure CMI OPTIM,L3 Info : Informatique / mineure Informatique LAS3",Ouverture professionnelle - Informatique 100%,Programme,"(résultats d'apprentissage) - étudié une structure en particulier, en lien avec son projet professionnel
- par le biais d’un jeu de rôle, pris conscience du rôle des différents services (RH, marketing,
commercial,…) d’une structure dans le développement et le déploiement d’un projet
- connaissance de ses droits et devoirs en tant que stagiaire et aura travaillé sur sa manière de
s’intégrer et de s’adapter dans un nouveau milieu professionnel
- connaissance de ce qu’est l’entreprenariat et des dispositifs en lien à l’université","4h00 : TD 4 : Simulations d’entretiens en sous-groupes autonomes et présentation du pitch
(évaluation).
4h00 : TD 5 : Les différentes structures et organisations possibles dans le monde du travail / Droits
et devoirs du stagiaire.
1h20 : TD 6 : L’après licence : en sous-groupes, argumentation de ses perspectives post-licence.","• Pédagogie inversée : réflexion individuelle à partir de supports. de réflexion et restitution en
groupe, présentations orales faites par les étudiants.",Français,Lien LinkedIn : https://fr.linkedin.com/
XLG5TU200,Stage libre,Niveau Licence,Licence,5,Volume horaire total TOTAL : 0h Répartition : CM : 0h TD : 0h CI : 0h TP : 0h EAD : 0h,TOTAL : 0h Répartition : CM : 0h TD : 0h CI : 0h TP : 0h EAD : 0h,(s),"Environnement BGE / mineure Environnement,L3 SVT : Sciences de la Terre et de l'Univers STU,L3",Stage libre 100%,Programme,(résultats d'apprentissage),Méthodes d’enseignement,Langue d’enseignement Français,Français,
X32A060,Anglais Professionnel Informatique,UFR Sciences,Licence,6,Volume horaire total TOTAL : 17.6h Répartition : CM : 0h TD : 16h CI : 0h TP : 0h EAD : 1.6h,TOTAL : 17.6h Répartition : CM : 0h TD : 16h CI : 0h TP : 0h EAD : 1.6h,"(s) Anglais 3 et 4, ou équivalent.","Maths Info / mineure CMI OPTIM,L3 Info : Informatique / mineure Informatique LAS3",Anglais Professionnel Informatique 100%,"• an in-class test (listening comprehension)
• your project work","(résultats d'apprentissage) 3. faire une présentation orale s’appuyant sur le travail de groupe préparé dans le rapport écrit, en
s’exprimant dans un anglais clair et phonologiquement approprié et en communiquant avec un
degré d’aisance et de spontanéité qui rende possible une interaction normale avec un locuteur natif,
sans recours excessif aux notes
4. utiliser des outils de présentation adaptés à la situation de communication
5. répondre à des questions de compréhension sur des documents audio authentiques
1. Développement du vocabulaire utilisé en anglais professionnel (vocabulaire susceptible d’être
utilisé dans les tests TOEIC)
2. Discussion des spécificités des CV aux États-Unis et en Grande-Bretagne
3. Contenu d’une lettre de motivation",d’une lettre de motivation,Mixte,Anglais,Aucun ouvrage obligatoire
X32I020,Programmation fonctionnelle,Lombarderie,Licence,6,TRUCHET CHARLOTTE,TOTAL : 46.2h Répartition : CM : 10h TD : 20h CI : 0h TP : 12h EAD : 4.2h,"(s) • Etude des algorithmes (913 17 LG 5 INF UE 820)
• Langage et automates (913 17 LG 5 INF UE 1165)","Maths Info / mineure CMI OPTIM,L3 Info : Informatique / mineure Informatique LAS3",Programmation fonctionnelle 100%,éventuellement une composante distancielle.,"(résultats d'apprentissage) •
concevoir et employer des fonctions d’ordre supérieure (Application) ;
•
employer la programmation par filtrage de motifs pour les traitements symboliques (Application) ;
• expliquer et savoir simuler le mécanisme d’inférence de type (Compréhension) ;",•,"Distanciel : Le travail concernera l'inférence de type. Il sera éventuellement complété par un travail
de programmation et/ou par un travail de découverte d'autres langages fonctionnels (que celui
utilisé dans l'UE) ainsi que d'aspects fonctionnels présents dans des langages non fonctionnels",Français,
